Año,Fecha aaaa-mm,Fecha aaaa-mm-dd,Pais Destino,Posición,Descripción Arancel,Descripción Arancel País,Cod. Armonizado/Producto Ingles,Desc. Cod. Armonizado Ingles,TOTAL Cantidad 1,Unidad Comercial 1,TOTAL Valor FOB (US$),Valor FOB Unitario US$ (Cantidad-1),TOTAL Peso Bruto (Kg),Via,Aduana,Exportador,Dirección,Ciudad domicilio,Estado domicilio,Empresa Extranjera,Empresa Extranjera Dirección,Puerto Embarque,Producto
2019,2019-02,22/02/2019,BANGLADESH,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18920,KILOGRAMO,48399.98,2.56,18920,MARITIMA,MANZANILLO - COL,MEVI AGUACATES DE CALIDAD S A DE C V,VERDUZCO COL CENTRO,TANCITARO,MICHOACAN,INDEX FRESH INC,LEMON STREET,COLIMA,Aguacate
2019,2019-02,05/02/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,39072,1.85,22500,MARITIMA,ALTAMIRA - TAMPS,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,SARL RG FRANCE,DESCONOCIDA,TAMAULIPAS,Aguacate
2019,2019-02,08/02/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21696,KILOGRAMO,31449.61,1.45,22930,MARITIMA,TUXPAN - VER,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,VERACRUZ,Aguacate
2019,2019-02,23/02/2019,ANGOLA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,51999.98,2.71,21190,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA GLOBAL FRUT S DE RL DE CV,CARRETERA URUAPAN SAN JUAN NUEVO KM5,URUAPAN,MICHOACAN,QINGDAO UNIPAC COMMERCE AND TRADE CO LTD,JUNFENG ROAD UNIT 1 RD BUILDING,COLIMA,Aguacate
2019,2019-02,18/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,43519.99,2.27,22400,MARITIMA,MANZANILLO - COL,FRUTCOM DE MEXICO SPR DE CV,CALZADA LA FUENTE COL LAZARO CARDENAS OTE 3000 A,URUAPAN,MICHOACAN,ROYAL CO LTD,KYOTO SEIKA CENTER BLDG CHUDOJI MINAMIMACHI,COLIMA,Aguacate
2019,2019-02,15/02/2019,REINO UNIDO,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,67200,KILOGRAMO,154167.98,2.29,70500,MARITIMA,ALTAMIRA - TAMPS,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,GREENCELL LIMITED,ST JOHNS HOUSE SPITAL STREET DARTFORD DA1 2DR,TAMAULIPAS,Aguacate
2019,2019-02,06/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,42815.99,2.23,20000,MARITIMA,MANZANILLO - COL,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,COLIMA,Aguacate
2019,2019-02,25/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,50040.02,2.61,21361,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA FRUFIVA S A DE C V,CARRETERA ESTATAL TACAMBARO PATZCUARO KM 3 TESTERAZO SN,TACAMBARO,MICHOACAN,FRUITS REPUBLIC INC,3 CHOME,COLIMA,Aguacate
2019,2019-02,22/02/2019,ANGOLA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,17856,KILOGRAMO,40320.01,2.26,18600,MARITIMA,MANZANILLO - COL,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,COLIMA,Aguacate
2019,2019-02,07/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,46160.02,2.4,20000,MARITIMA,MANZANILLO - COL,GRUPO AGUACATERO LOS CERRITOS S DE R L DE C V,CARRETERA CIUDAD GUZMAN AL FRESNITO KM 2 0 SN,CIUDAD GUZMAN,JALISCO,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,COLIMA,Aguacate
2019,2019-02,22/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,43600.02,2.27,22400,MARITIMA,MANZANILLO - COL,FRUTCOM DE MEXICO SPR DE CV,CALZADA LA FUENTE COL LAZARO CARDENAS OTE 3000 A,URUAPAN,MICHOACAN,ROYAL CO LTD,KYOTO SEIKA CENTER BLDG CHUDOJI MINAMIMACHI,COLIMA,Aguacate
2019,2019-02,21/02/2019,CHILE,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,24000,KILOGRAMO,47030.42,1.96,25680,MARITIMA,MANZANILLO - COL,NR AVOCADOS S A DE C V,PANAMA 74,URUAPAN,MICHOACAN,AGROCOMERCIAL FRUCHAC SA,DESCONOCIDA,COLIMA,Aguacate
2019,2019-02,14/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18976,KILOGRAMO,42400,2.23,20456,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,COLIMA,Aguacate
2019,2019-02,15/02/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21696,KILOGRAMO,42431.99,1.96,21696,MARITIMA,TUXPAN - VER,DEL MONTE GRUPO COMERCIAL SA DE CV,SAN LORENZO 106 201 DEL VALLE INSURGENTES Y MANZANAS,COYOACAN,DISTRITO FEDERAL,DEL MONTE FRESH PRODUCE NA INC,SEVILLA AVENUE,VERACRUZ,Aguacate
2019,2019-02,13/02/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20400,KILOGRAMO,37199.99,1.82,21000,MARITIMA,LAZARO CARDENAS - MICH,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,MICHOACAN,Aguacate
2019,2019-02,19/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18080,KILOGRAMO,40199.97,2.22,19851,MARITIMA,MANZANILLO - COL,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,CASA NATURAL CORPORATION,3 64 3 303 ARAKAWA,COLIMA,Aguacate
2019,2019-02,12/02/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,17040,KILOGRAMO,19655.99,1.15,17780,MARITIMA,LAZARO CARDENAS - MICH,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,MICHOACAN,Aguacate
2019,2019-02,02/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,16848,KILOGRAMO,38112.01,2.26,18899.9,MARITIMA,LAZARO CARDENAS - MICH,MORIBITO DE MEXICO S DE RL,MAZATLAN 104 201 LA MAGDALENA GRAN PARADA Y JUAN N LOPEZ,URUAPAN,MICHOACAN,URASE USA COMPANY LLC,BARRANCA PARKWAY,MICHOACAN,Aguacate
2019,2019-02,07/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,40960,2.13,20560,MARITIMA,LAZARO CARDENAS - MICH,SABRIMEX SA DE CV,DR ALONSO MARTINEZ 620 5 JARDINADAS V DE MENDOZA Y B DIAZ DE G,ZAMORA,MICHOACAN,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,MICHOACAN,Aguacate
2019,2019-02,04/02/2019,ANGOLA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,7680,KILOGRAMO,21119.98,2.75,20930,MARITIMA,MANZANILLO - COL,FRUTIVAL SA DE CV,TATA VASCO 736 A LOMAS DEL VALLE SUR ENT PROL MOCTEZUMA Y PROL COLIMA,URUAPAN,MICHOACAN,SHANGHAI GOODFARMER BANANA CO LTD,ROOM 1211 BUILDING 2 XINYANG ROAD,COLIMA,Aguacate
2019,2019-02,05/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,14870.8,KILOGRAMO,32884,2.21,17200,MARITIMA,MANZANILLO - COL,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,CASA NATURAL CORPORATION,3 64 3 303 ARAKAWA,COLIMA,Aguacate
2019,2019-02,22/02/2019,BANGLADESH,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18808,KILOGRAMO,46600,2.48,19678,MARITIMA,MANZANILLO - COL,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,COLIMA,Aguacate
2019,2019-02,20/02/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,4,KILOGRAMO,0.99,0.25,20770,MARITIMA,LAZARO CARDENAS - MICH,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,MICHOACAN,Aguacate
2019,2019-02,15/02/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21696,KILOGRAMO,31449.58,1.45,22070,MARITIMA,TUXPAN - VER,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,VERACRUZ,Aguacate
2019,2019-02,25/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,17227.2,KILOGRAMO,36351.82,2.11,20433.69,MARITIMA,MANZANILLO - COL,BEST PRODUCE S DE RL DE CV,AV EMPRESARIOS 135 COL PUERTA DE HIERRO ZAPOPAN,ZAPOPAN,JALISCO,VERFRUCO FOODS INC,MIAMI LAKES DRIVE,COLIMA,Aguacate
2019,2019-02,02/02/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22000,KILOGRAMO,59113.76,2.69,23000,MARITIMA,ALTAMIRA - TAMPS,FRUTAS Y HORTALIZAS ORGANICAS DE MICHOACAN MEXICO SA DE CV,NINOS HEROES 59 B BELLAVISTA FCO VILLA Y GPE VICTORIA,URUAPAN,MICHOACAN,EUROFRESH V & F SL,JUAN CABANILLES,TAMAULIPAS,Aguacate
2019,2019-02,05/02/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,56560.03,2.53,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURE S PRIDE,DESCONOCIDA,TAMAULIPAS,Aguacate
2019,2019-02,15/02/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20160,KILOGRAMO,51408,2.55,22160,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURE S PRIDE,DESCONOCIDA,TAMAULIPAS,Aguacate
2019,2019-02,26/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,46080.02,2.4,21546,MARITIMA,LAZARO CARDENAS - MICH,FRUTAS FINAS DE VALLES DE MICHOACAN S A DE C V,CALZADA LAZARO CARADENAS 2000 SANTA CLARA DEL COBRE C IRA Y C,SALVADOR ESCALANTE,MICHOACAN,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,MICHOACAN,Aguacate
2019,2019-02,18/02/2019,ANGOLA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,4800,KILOGRAMO,13000.01,2.71,20800,MARITIMA,MANZANILLO - COL,FRUTIVAL SA DE CV,TATA VASCO 736 A LOMAS DEL VALLE SUR ENT PROL MOCTEZUMA Y PROL COLIMA,URUAPAN,MICHOACAN,SHANGHAI GOODFARMER BANANA CO LTD,ROOM 1211 BUILDING 2 XINYANG ROAD,COLIMA,Aguacate
2019,2019-02,16/02/2019,BANGLADESH,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18808,KILOGRAMO,36391.98,1.93,19678,MARITIMA,MANZANILLO - COL,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,COLIMA,Aguacate
2019,2019-02,27/02/2019,COREA DEL SUR,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,40000,02.08,20000,MARITIMA,MANZANILLO - COL,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,COLIMA,Aguacate
2019,2019-02,07/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18976,KILOGRAMO,42319.99,2.23,20456,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,COLIMA,Aguacate
2019,2019-02,22/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,17544,KILOGRAMO,39748.9,2.27,18874,MARITIMA,LAZARO CARDENAS - MICH,AGROINDUSTRIAS DE MICHOACAN SA DE CV,KM 3 6 CARR TACAMBARO PATZCUARO SN CARR TACAMBARO Y PATZCUARO,TACAMBARO,MICHOACAN,SUMIFRU JAPAN CORPORATION,HONMACHI SHIBUYA KU,MICHOACAN,Aguacate
2019,2019-02,20/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18920,KILOGRAMO,45840.02,2.42,21180,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA GLOBAL FRUT S DE RL DE CV,CARRETERA URUAPAN SAN JUAN NUEVO KM5,URUAPAN,MICHOACAN,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,COLIMA,Aguacate
2019,2019-02,08/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18976,KILOGRAMO,42319.98,2.23,20456,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,COLIMA,Aguacate
2019,2019-02,11/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,14640,KILOGRAMO,36474,2.49,14640,MARITIMA,MANZANILLO - COL,AVOCADOS DE JALISCO S A P I DE C V,AV TECNOLOGICO 390,CIUDAD GUZMAN,JALISCO,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,COLIMA,Aguacate
2019,2019-02,27/02/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20400,KILOGRAMO,39840,1.95,21000,MARITIMA,LAZARO CARDENAS - MICH,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,MICHOACAN,Aguacate
2019,2019-02,25/02/2019,ANGOLA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,48000.02,2.5,19200,MARITIMA,MANZANILLO - COL,VALENCIA QUALITY AVOCADOS,BRASIL 188,URUAPAN,MICHOACAN,TERRA EXPORTS INTL LLC,S MARYLAND PKWY STE A5 159,COLIMA,Aguacate
2019,2019-02,15/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,17500.8,KILOGRAMO,43344.02,2.48,19737.6,MARITIMA,MANZANILLO - COL,GRUPO WEST PAK DE MEXICO S DE RL DE CV,18 DE MARZO 10 EMILIANO ZAPATA AV REVOLUCION Y ANDADOR PLAN DE A,URUAPAN,MICHOACAN,WEST PAK AVOCADO INC,SKY CANYON DRIVE STE A,COLIMA,Aguacate
2019,2019-02,02/02/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19152,KILOGRAMO,34633.22,1.81,21028,MARITIMA,MANZANILLO - COL,FRUTAS FINAS SANCHEZ HNOS S A DE C V,CARRETERA PERIBAN URUAPAN COL CENTRO SN,PERIBAN,MICHOACAN,SANCHEZ HASS AVOCADOS CORP,9208 S CAGE BLVD SUITE,COLIMA,Aguacate
2019,2019-02,13/02/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,10,KILOGRAMO,14.02,1.4,22080,MARITIMA,LAZARO CARDENAS - MICH,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,MICHOACAN,Aguacate
2019,2019-02,19/02/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,10,KILOGRAMO,08.01,0.8,22080,MARITIMA,LAZARO CARDENAS - MICH,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,MICHOACAN,Aguacate
2019,2019-02,23/02/2019,ARGENTINA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19888,KILOGRAMO,38720.02,1.95,21650,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA GLOBAL FRUT S DE RL DE CV,CARRETERA URUAPAN SAN JUAN NUEVO KM5,URUAPAN,MICHOACAN,PUTRUELE HNOS SAAIC,TM DE ANCHORENA,COLIMA,Aguacate
2019,2019-02,07/02/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,56336,2.51,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURE S PRIDE,DESCONOCIDA,TAMAULIPAS,Aguacate
2019,2019-02,01/02/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19120,KILOGRAMO,41108.01,2.15,20607,MARITIMA,MANZANILLO - COL,7SLICK SA DE CV,SIERRA SANTA ROSA 49B,MIGUEL HIDALGO,DISTRITO FEDERAL,EXCELTROP S L,CAMINO DE ALGARROBO,COLIMA,Aguacate
2019,2019-02,25/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,50040.02,2.61,21351,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA FRUFIVA S A DE C V,CARRETERA ESTATAL TACAMBARO PATZCUARO KM 3 TESTERAZO SN,TACAMBARO,MICHOACAN,FRUITS REPUBLIC INC,3 CHOME,COLIMA,Aguacate
2019,2019-02,27/02/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19082,KILOGRAMO,49044.01,2.57,21418,MARITIMA,MANZANILLO - COL,GRUPO EMPAQUE ROQUIN S A DE C V,AV FRANCISCO J MUJICA,TINGUINDIN,MICHOACAN,JWM ASIA JAPAN K K,SEISHIN BLDG SHINJUKU SHINJUKU KU,COLIMA,Aguacate
2019,2019-02,02/02/2019,ANGOLA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,16640,KILOGRAMO,46839.98,2.81,17784,MARITIMA,MANZANILLO - COL,DUBAFRESH S DE R L DE C V,CALLE COYUL COL COMERCIAL ABASTOS 2215,GUADALAJARA,JALISCO,XIAMEN GUOCHENG TRADE CO LTD,TONGYI CAR FERRY,COLIMA,Aguacate
