Año,Fecha aaaa-mm,Fecha aaaa-mm-dd,Pais Destino,Posición,Descripción Arancel,Descripción Arancel País,Cod. Armonizado/Producto Ingles,Desc. Cod. Armonizado Ingles,TOTAL Cantidad 1,Unidad Comercial 1,TOTAL Valor FOB (US$),Valor FOB Unitario US$ (Cantidad-1),TOTAL Peso Bruto (Kg),Via,Aduana,Exportador,Dirección,Ciudad domicilio,Estado domicilio,Empresa Extranjera,Empresa Extranjera Dirección,Puerto Embarque,Producto
2019,2019-01,07/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,37312.02,1.94,19200,MARITIMA,MANZANILLO - COL,AVOCADOS DE JALISCO S A P I DE C V,AV TECNOLOGICO 390,CIUDAD GUZMAN,JALISCO,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,COLIMA,Aguacate
2019,2019-01,22/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,35576.02,1.85,20350,MARITIMA,MANZANILLO - COL,SABRIMEX SA DE CV,DR ALONSO MARTINEZ 620 5 JARDINADAS V DE MENDOZA Y B DIAZ DE G,ZAMORA,MICHOACAN,SUNFRESH TRADING CO LTD,KATO BLDG MATSUDO,COLIMA,Aguacate
2019,2019-01,26/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18528,KILOGRAMO,47199.97,2.55,20390,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA GLOBAL FRUT S DE RL DE CV,CARRETERA URUAPAN SAN JUAN NUEVO KM5,URUAPAN,MICHOACAN,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,COLIMA,Aguacate
2019,2019-01,31/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,16160,KILOGRAMO,39682.01,2.46,17970,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA GLOBAL FRUT S DE RL DE CV,CARRETERA URUAPAN SAN JUAN NUEVO KM5,URUAPAN,MICHOACAN,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,COLIMA,Aguacate
2019,2019-01,10/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19144,KILOGRAMO,37999.99,1.98,19970,MARITIMA,LAZARO CARDENAS - MICH,EMPACADORA DE AGUACATES SAN LORENZO S A DE C V,KM 2 5 CARR URUAPAN SN J NVO SN JICALAN SR,URUAPAN,MICHOACAN,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,MICHOACAN,Aguacate
2019,2019-01,09/01/2019,COREA DEL SUR,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,37368.02,1.95,20000,MARITIMA,MANZANILLO - COL,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,COLIMA,Aguacate
2019,2019-01,26/01/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21248,KILOGRAMO,40747.98,1.92,23500,MARITIMA,MANZANILLO - COL,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,COMPAIA AGUACATERA DEL SUR S L,PADRE TIENDA,COLIMA,Aguacate
2019,2019-01,07/01/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,43560,02.06,23760,MARITIMA,LAZARO CARDENAS - MICH,FRUTAS REALES DEL PACIFICO SA DE CV,REFORMA 168 B MORELOS MAZATLAN Y GALEANA,URUAPAN,MICHOACAN,MILES IMPORT SAS,DESCONOCIDA,MICHOACAN,Aguacate
2019,2019-01,22/01/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,17738.4,KILOGRAMO,21425.04,1.21,18580,MARITIMA,LAZARO CARDENAS - MICH,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,MICHOACAN,Aguacate
2019,2019-01,04/01/2019,COREA DEL SUR,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18515.2,KILOGRAMO,49193.99,2.66,20646.1,MARITIMA,LAZARO CARDENAS - MICH,FRUTAS FINAS DE VALLES DE MICHOACAN S A DE C V,CALZADA LAZARO CARADENAS 2000 SANTA CLARA DEL COBRE C IRA Y C,SALVADOR ESCALANTE,MICHOACAN,PSG GLOBAL INC,2760 E EL PRESIDIO ST,MICHOACAN,Aguacate
2019,2019-01,18/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19372,KILOGRAMO,45320,2.34,20852,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,COLIMA,Aguacate
2019,2019-01,14/01/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21760,KILOGRAMO,35425.27,1.63,21760,MARITIMA,LAZARO CARDENAS - MICH,SOCIEDAD DE PRODUCTORES DE AGUACATURRY S P R DE R L,RAMON RODRIGUEZ 18,TEPIC,NAYARIT,NATURAL TROPIC SL,JUAN GRIS,MICHOACAN,Aguacate
2019,2019-01,28/01/2019,ANGOLA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,14400,KILOGRAMO,37199.97,2.58,21010,MARITIMA,MANZANILLO - COL,FRUTIVAL SA DE CV,TATA VASCO 736 A LOMAS DEL VALLE SUR ENT PROL MOCTEZUMA Y PROL COLIMA,URUAPAN,MICHOACAN,SUNMOON DISTRIBUTION & TRADING PTE LTD,DESCONOCIDA,COLIMA,Aguacate
2019,2019-01,03/01/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21004.8,KILOGRAMO,35642.86,1.7,21580,MARITIMA,TUXPAN - VER,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,VERACRUZ,Aguacate
2019,2019-01,22/01/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19368,KILOGRAMO,25552.81,1.32,19760,MARITIMA,LAZARO CARDENAS - MICH,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,MICHOACAN,Aguacate
2019,2019-01,30/01/2019,SINGAPUR,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21600,KILOGRAMO,61739.99,2.86,23400,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA ALCRIMI S A DE C V,CALLE BERNAL DIAZ DEL CASTILLO 236,MORELIA,MICHOACAN,PARAMOUNT EXPORT CO,DESCONOCIDA,COLIMA,Aguacate
2019,2019-01,04/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,16320,KILOGRAMO,38686.89,2.37,16320,MARITIMA,MANZANILLO - COL,AVOCADOS DE JALISCO S A P I DE C V,AV TECNOLOGICO 390,CIUDAD GUZMAN,JALISCO,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,COLIMA,Aguacate
2019,2019-01,17/01/2019,SINGAPUR,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18080,KILOGRAMO,46639.98,2.58,22500,MARITIMA,LAZARO CARDENAS - MICH,DUBAFRESH S DE R L DE C V,CALLE COYUL COL COMERCIAL ABASTOS 2215,GUADALAJARA,JALISCO,TIAN SHENG FRESH PRODUCE PTE LTD,PANDAN LOOP,MICHOACAN,Aguacate
2019,2019-01,04/01/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22176,KILOGRAMO,37965.42,1.71,23796,MARITIMA,ALTAMIRA - TAMPS,COMERCIALIZADORA DE FRUTAS ACAPULCO SA DE CV,CARR ZAMORA LOS REYES KM 37 5 SAN JUANICO SIN REFERENCIAS,TINGUINDIN,MICHOACAN,AZ FRANCE SA,ZAC DU MIN AVENUE JOSEPH PIERRE BOITELET,TAMAULIPAS,Aguacate
2019,2019-01,05/01/2019,REINO UNIDO,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20384,KILOGRAMO,52415.99,2.57,22500,MARITIMA,ALTAMIRA - TAMPS,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,MEHADRIN TNUPORT EXPORT L P,3 PANTA COURT COL BOREHAMWOOD,TAMAULIPAS,Aguacate
2019,2019-01,24/01/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20800,KILOGRAMO,23919.98,1.15,20800,MARITIMA,MANZANILLO - COL,MEVI AGUACATES DE CALIDAD S A DE C V,VERDUZCO COL CENTRO,TANCITARO,MICHOACAN,EXCELTROP SL,P O BOX,COLIMA,Aguacate
2019,2019-01,16/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,16909,KILOGRAMO,41856.01,2.48,18630,MARITIMA,MANZANILLO - COL,PROMOTORA MEXICANA GAITAN SA DE CV,BLO E CALLE SEIS 628 630 630A MERCADO DE ABASTOS AV DEL MERCADO Y AV MANDARINA,GUADALAJARA,JALISCO,JWM ASIA JAPAN K K,SEISHIN BLDG SHINJUKU SHINJUKU KU,COLIMA,Aguacate
2019,2019-01,14/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,47320.02,2.46,21285,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA FRUFIVA S A DE C V,CARRETERA ESTATAL TACAMBARO PATZCUARO KM 3 TESTERAZO SN,TACAMBARO,MICHOACAN,FRUITS REPUBLIC INC,3 CHOME,COLIMA,Aguacate
2019,2019-01,22/01/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,4,KILOGRAMO,1,0.25,18430,MARITIMA,LAZARO CARDENAS - MICH,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,MICHOACAN,Aguacate
2019,2019-01,10/01/2019,REINO UNIDO,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20384,KILOGRAMO,52527.97,2.58,22500,MARITIMA,ALTAMIRA - TAMPS,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,MEHADRIN TNUPORT EXPORT L P,3 PANTA COURT COL BOREHAMWOOD,TAMAULIPAS,Aguacate
2019,2019-01,29/01/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21504,KILOGRAMO,40152,1.87,23500,MARITIMA,ALTAMIRA - TAMPS,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,AZ FRANCE SA,ZAC DU MIN AVENUE JOSEPH PIERRE BOITELET,TAMAULIPAS,Aguacate
2019,2019-01,30/01/2019,REINO UNIDO,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20384,KILOGRAMO,35616,1.75,22500,MARITIMA,ALTAMIRA - TAMPS,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,GREENYARD FRESH UK LTD,STEPHENSON AVENUE PINCHBECK,TAMAULIPAS,Aguacate
2019,2019-01,22/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19032,KILOGRAMO,46399.99,2.44,21160,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA GLOBAL FRUT S DE RL DE CV,CARRETERA URUAPAN SAN JUAN NUEVO KM5,URUAPAN,MICHOACAN,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,COLIMA,Aguacate
2019,2019-01,18/01/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,41052.61,1.94,22610,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,COMPAIA AGUACATERA DEL SUR S L,PADRE TIENDA,COLIMA,Aguacate
2019,2019-01,04/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,38759.99,02.02,20830,MARITIMA,LAZARO CARDENAS - MICH,FRUTICOLA VELO SA DE CV,PASEO L CARDENAS EDIF PZA PUREPECHA 1699 C410 LOS ANGELES ENT ROMA Y COLOMBIA,URUAPAN,MICHOACAN,NANKYU CO LTD,SHIMOHORI CHO KANOYA,MICHOACAN,Aguacate
2019,2019-01,21/01/2019,ANGOLA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19440,KILOGRAMO,51137.6,2.63,22400,MARITIMA,MANZANILLO - COL,DUBAFRESH S DE R L DE C V,CALLE COYUL COL COMERCIAL ABASTOS 2215,GUADALAJARA,JALISCO,XIAMEN GUOCHENG TRADE CO LTD,TONGYI CAR FERRY,COLIMA,Aguacate
2019,2019-01,22/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,17280,KILOGRAMO,43200,2.5,19584,MARITIMA,MANZANILLO - COL,GRUPO WEST PAK DE MEXICO S DE RL DE CV,18 DE MARZO 10 EMILIANO ZAPATA AV REVOLUCION Y ANDADOR PLAN DE A,URUAPAN,MICHOACAN,WEST PAK AVOCADO INC,SKY CANYON DRIVE STE A,COLIMA,Aguacate
2019,2019-01,22/01/2019,COREA DEL SUR,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19316,KILOGRAMO,51360.01,2.66,21258.8,MARITIMA,LAZARO CARDENAS - MICH,FRUTAS FINAS DE VALLES DE MICHOACAN S A DE C V,CALZADA LAZARO CARADENAS 2000 SANTA CLARA DEL COBRE C IRA Y C,SALVADOR ESCALANTE,MICHOACAN,JINWON TRADING CO LTD,SAMP CORP BALSAN RO,MICHOACAN,Aguacate
2019,2019-01,03/01/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20697.6,KILOGRAMO,31449.58,1.52,21510,MARITIMA,TUXPAN - VER,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,VERACRUZ,Aguacate
2019,2019-01,18/01/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,39863.99,1.89,22904,MARITIMA,ALTAMIRA - TAMPS,MEVI AGUACATES DE CALIDAD S A DE C V,VERDUZCO COL CENTRO,TANCITARO,MICHOACAN,WESTFALIA MARKETING B V,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-01,25/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,39759.97,02.07,20270,MARITIMA,LAZARO CARDENAS - MICH,SABRIMEX SA DE CV,DR ALONSO MARTINEZ 620 5 JARDINADAS V DE MENDOZA Y B DIAZ DE G,ZAMORA,MICHOACAN,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,MICHOACAN,Aguacate
2019,2019-01,09/01/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,10,KILOGRAMO,14.49,1.45,18140,MARITIMA,LAZARO CARDENAS - MICH,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,MICHOACAN,Aguacate
2019,2019-01,22/01/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21072,KILOGRAMO,31449.61,1.49,21590,MARITIMA,LAZARO CARDENAS - MICH,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,MICHOACAN,Aguacate
2019,2019-01,16/01/2019,COREA DEL SUR,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20944,KILOGRAMO,52486,2.51,24420,MARITIMA,MANZANILLO - COL,DISTRIBUIDORA AGRICOLA LA VIA S A DE C V,CARRETERA TACAMBARO PATZCUARO KM 8 S N CENTRO,TACAMBARO,MICHOACAN,DOLE KOREA LTD,DESCONOCIDA,COLIMA,Aguacate
2019,2019-01,21/01/2019,REINO UNIDO,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,44800,KILOGRAMO,89152.02,1.99,47000,MARITIMA,ALTAMIRA - TAMPS,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,GREENCELL LIMITED,ST JOHNS HOUSE SPITAL STREET DARTFORD DA1 2DR,TAMAULIPAS,Aguacate
2019,2019-01,22/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19144,KILOGRAMO,39120.01,02.04,20080,MARITIMA,LAZARO CARDENAS - MICH,EMPACADORA DE AGUACATES SAN LORENZO S A DE C V,KM 2 5 CARR URUAPAN SN J NVO SN JICALAN SR,URUAPAN,MICHOACAN,USA UNION INTERNATIONAL INC,THE OLD ROAD SUITE,MICHOACAN,Aguacate
2019,2019-01,02/01/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,39203.98,1.86,22904,MARITIMA,ALTAMIRA - TAMPS,MEVI AGUACATES DE CALIDAD S A DE C V,VERDUZCO COL CENTRO,TANCITARO,MICHOACAN,REYES GUTIERREZ S L,DESCONOCIDA,TAMAULIPAS,Aguacate
2019,2019-01,29/01/2019,COREA DEL SUR,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,5966.4,KILOGRAMO,15180,2.54,20646.1,MARITIMA,MANZANILLO - COL,FRUTAS FINAS DE VALLES DE MICHOACAN S A DE C V,CALZADA LAZARO CARADENAS 2000 SANTA CLARA DEL COBRE C IRA Y C,SALVADOR ESCALANTE,MICHOACAN,PSG GLOBAL INC,2760 E EL PRESIDIO ST,COLIMA,Aguacate
2019,2019-01,14/01/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,47916.01,2.27,22904,MARITIMA,ALTAMIRA - TAMPS,MEVI AGUACATES DE CALIDAD S A DE C V,VERDUZCO COL CENTRO,TANCITARO,MICHOACAN,HL HALL INTERNATIONAL,62 RUE DE TOULOUSE BATIMENT B3,TAMAULIPAS,Aguacate
2019,2019-01,22/01/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,26016.01,1.23,22080,MARITIMA,LAZARO CARDENAS - MICH,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,MICHOACAN,Aguacate
2019,2019-01,29/01/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,10,KILOGRAMO,11.99,1.2,22080,MARITIMA,LAZARO CARDENAS - MICH,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE INC,VINEYARD AV S300,MICHOACAN,Aguacate
2019,2019-01,23/01/2019,MYANMAR (BIRMANIA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19428.8,KILOGRAMO,41494.41,2.14,19428.8,MARITIMA,MANZANILLO - COL,MEVI AGUACATES DE CALIDAD S A DE C V,VERDUZCO COL CENTRO,TANCITARO,MICHOACAN,WISMETTAC FOODS INC,ONWARD PARK BUILDING,COLIMA,Aguacate
2019,2019-01,09/01/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES (PALTAS) FRESCOS O SECOS.,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,43164,02.04,23180,MARITIMA,MANZANILLO - COL,COMERCIALIZADORA FRUFIVA S A DE C V,CARRETERA ESTATAL TACAMBARO PATZCUARO KM 3 TESTERAZO SN,TACAMBARO,MICHOACAN,ALROPRIM BLASCO,DESCONOCIDA,COLIMA,Aguacate
